Git Ignore Files/Folders:;"when doing a commit - right click + add to .gitignore		# file will be created when not exists
individual file will be ignored
to ignore a whole folder with all files in it - add /* to the folder => eg. /prg/dist/*";python
Add directory to GitHub;"Select directory => <VCS> => <Import into Version Control> => <Create Git Repository>
Commit the files / new directory
<VCS> => <Import into Version Control> => <Share Project on GitHub>
<VCS> => <Git> => <Push>";python
Change name of repository on github.com;select repository => settings => rename;python
Import module for math calculations;import math;python
Import module for reading arguments from the command line;import sys;python
Using some numpy functions;import statistics as stat;python
Result without Decimals (=> 2);5 // 2;python
Modulo / Rest of the division (=> 1);7 % 2;python
Assigment of several varaibles;d,e,f = 4,5,6;python
Change / swap 2 values;a,b = b,a;python
Increase value by one;a += 1;python
"For better readability - ""_"" are possible using long num-values (will be ignored)";i = 1_000_000;python
Value is rounded to two decimal places => 77.23;round (77.2321, 2);python
Conversion to String / Float / Int;"str(5), float(""5""), int(""5"")";python
Outputs absolute value => 2;abs(-2);python
Wait for pressing ENTER (or a keyboard stroke) to follow along;"input(""ENTER to continue"")";python
Input age and change to int;"int(input(""Alter?""))";python
Returns the type of a variable;type(var);python
Shows all available methods and attributes for the object as list;dir(var);python
Check if x has type format float;isinstance(x,float);python
Check if x has type format string;isinstance(x,str);python
Set var to max-value (float infinite);"x = float(""inf"")";python
Calculates the sqrt of the value => i3;math.sqrt(9);python
Check if a variable exists;"if ""myVar"" in locals():";python
Check for argument which is given when starting the program;sys.argv[1:].upper();python
"Print ""Text"" (with a linebreak \n at the end)";"print(""Text"")";python
Print with end-statement (next print will be in the same line;"print(""Text"", end=""-"")";python
Print linebreak \n;print();python
python test.py arg1 arg2 arg3;example starting program;python
Show the arguments from the command line when starting the program eg. ['test.py', 'arg1', 'arg2', 'arg3'];str(sys.argv);python
Len of the arguments - eg. 4 (program test.py itself and 3 arguments following);len(sys.argv);python
Find the minimum value => 3;min(3,5,7);python
Find the maximum value => 7;max(3,5,7);python
Find the mean value => 5 (with statistic-module - input must be given as list);stat.mean([3,5,7]);python
Stop program at this point (helpful in test-situations);exit();python
Import random module - fast, but not very secure;import random;python
Random int number between 1 and 6 like a cube;random.randint(1,6);python
Random float number between 1 and 3;random.uniform(1,3);python
Random value between 0 and 1 in float format - eg. 0.16394553;random.random();python
Random float in the range from 1 to 10;random.uniform(1,10);python
Random value for standard deviation;random.normal(0,1);python
Choose random entry from a list;random.choice(list);python
Choose 3 random (unique) entries from the list;random.sample(list,3);python
Choose 3 random entries from the list (possible to be the same);random.choices(list,k=3);python
Shuffle the content of a list;random.shuffle(l);python
Can reproduce the same results (unsecure);random.seed(1);python
generate a random uppercase 6-char string;""""".join(random.choices(string.ascii_uppercase, k=6))";python
Import secrets module - for security reasons (is slower);import secrets;python
Random int in the range from 0-10 (10 excluded);secrets.randbelow(10);python
Random int with 4 bits (highest possible value is 15 - 1111);secrets.randbits(4);python
Random choice (which is not reproducable);secrets.choice(l);python
Define string over more lines in editor with;"s = '''this \
	and this'''";python
first char of a string;c = s[0];python
last char of a string;c = s[-1];python
Insert variable in string oldest method (%s for string, %i for int, %f for float, %.2f for 2 decimals);"s = ""text %s bla"" % var";python
Insert variable in string old method (:.2f for 2 decimals);"s = ""text {} bla"".format(var)";python
Insert variable in string new method;"s = f""text {var} bla""";python
Multiple use;"""{0} like, {0} especially {0} but {1}"".format(""Joe"", ""noodles"")";python
Returns the index where the text is found;"s.find (""ist"")";python
Counts the occurrence of a text;"s.count (""i"")";python
"Return all findings of the search string (""/"") in the other string (txt)";[n for n in range(len(txt)) if txt.find('/', n) == n];python
Returns all indexwa as a list (needs import re);[x.start() for x in re.finditer('ist', s)];python
Lowercase the whole string;s = s.lower();python
Capitalize the whole string;s = s.upper();python
Capitalize the first char;s = s.capitalize();python
Capitalize the first char of all words;s = s.title();python
"Check if the string is starting with char ""H""";"s.startswith(""H"")";python
"Check if the string is ending with char ""H""";"s.endswith(""H"")";python
Split the words in a list;s.split();python
"', 1)[0]								=> Split till the first occurence of ""=>""";s.split(';python
Split sentences after line breaks;s.splitlines();python
Delete all whitespaces at the beginning and the end;s = s.strip();python
Replacement of two strings;"s = s.replace(""e"",""X"")";python
TRUE if the whole string are digits;s.isdigit();python
True if the whole string are no digits;s.isalpha();python
TRUE if string2 is in strings1;s2 in s;python
Change string to list with all single chars;l = list(s);python
Convert char to ASCII value;ord(char);python
Convert ASCII value to char (eg. 65=A, 97=a);chr(ascii);python
Outputs hashvalue oif the string (needs import hashlib);hashlib.md5(s).encode('utf-8')).hexdigest();python
Execute statement in a string => hello;"exec(print(""hello""))";python
Gives the value of an expression => 4;"eval(""2+2"")";python
Reverse a string;my_string[::-1];python
Print string with special characters;repr(s);python
import regex module;import re;python
Information about regex handling;https://medium.com/factory-mind/regex-tutorial-a-simple-cheatsheet-by-examples-649dc1c3f285;python
"Find str with 4xdigits + ""-""char + 2xdigits";"pattern = re.compile(""^[0-9]{4}-[0-9]{2}$"")";python
Check if pattern matches - <> None when matches;pattern.match(s);python
"Find str with 4xdigits + ""-""char + 2xdigits";"pattern2 = re.compile(""[0-9]{4}-[0-9]{2}"")";python
"Find str with 3 to 4 xdigits + ""-""char + 2xdigits";"pattern2 = re.compile(""[0-9]{3,4}-[0-9]{2}"")";python
Check with fullmatch (^ and $ not necessary) - <> None when matches;pattern.fullmatch(s);python
"Char ""."" has to cherck with ""\n"" (is a wildcard letter in regex)";"pattern3 = re.compile (""[0-9]{1}\.[0-9]{3}"")";python
Replace all digits in string with blank;"re.sub(""\d"","""",s)";python
"Insert blank before every capitalized word eg. ""CostOfRevenue"" => ""Cost Of Revenue""";"re.sub(r'([a-z](?=[A-Z])|[A-Z](?=[A-Z][a-z]))', r'\1 ', ""txt"")";python
"Define pattern => as many digits (endless) + "" "" + one lowercase cahr + "":"" + as many digits (endless)";"pattern = ""([0-9]+) ([a-z]:([a-z]+)""";python
"Check if elem fits the pattern => returns <re.Match object; span=(0, 19), match=""3 n: nnnlncrnnnnn"">";match = re.search(pattern, elem);python
Assign the value of the first group => 3;value = match.group(1);python
"Show the full string => ""3 n: nnnlncrnnnnn""";all = match.group(0);python
Define empty list;l = [];python
Define several empty lists (NOT use l1=l=l3=[] => this would be the SAME list);l1,l2,l3,l4 = ([] for i in range(4));python
check for True if list has an element;if l;python
check for False if list is empty (same would be if l == [];if not l;python
Define list with content;l = [4,5,6];python
Define list - content is list from 0 to 19;l = list(range(20));python
Define list with 8 empyt strings;"l = ["""" for x in range(8)]";python
Uppercase the whole list;l = [x.upper(for x in l)];python
Define a nested list with 5x5;"l = [["""" for x in range(5)] for x in range(5)]";python
Add both lists together (to a new list);l1 + l2;python
Add 1 element to the list at the back;l.append(1);python
Add several elements to the list at the back;l.extend([6,5,4]);python
Insert an element at the index-position 3;"l.insert(3, ""xyz"")";python
"Returns first index position of element ""xyz""";"l.index(""xzy"")";python
Delete last element from list;l.pop();python
Delete first element from list;l.pop(0);python
Sort list ascending;l.sort();python
Sort list descending;l.sort(reverse=True);python
Sort list and store it in a different independent list;l_sort = sorted(l);python
Sort list descending and store it in a different independent list;l_sort = sorted(l, reverse=True);python
Check if a list is sorted (by ascending);if sorted(l) == l;python
Check if a list is sorted by descending;if sorted(l, reverse=True) == l;python
Sort list by len of elements;l.sort(key=len);python
Define nested list;l = [[1,4,3], [2,2,4], [3,1,5]];python
Sort the nested list for the 2nd element ascending;l.sort(key=lambda x: x[1]);python
Sort the nested list for the 2nd element descending;l.sort(key=lambda x: x[1], reverse=True);python
Reverse the complete list;l.reverse();python
Reverse complete list and store it in different independent list;l_reverse = reversed(l);python
Delete element at index position 2;del l[2];python
Delete first element with this value from the list;"l.remove(""abc"")";python
Delete complete content of the list (same as l = []);l.clear();python
Find smallest element in the list;min(l);python
Find greatest element in the list;max(l);python
Find longest string in the list;max(mylist, key=len);python
Find lenght of longest string in the list;len(max(mylist, key=len));python
Sum of all elements in the list;sum(l);python
Pair Sorting from 2 lists (1 with 1, 2 with 2, 3 mit 3, aso.);2xls_sum  = [sum(pair) for pair in zip(l1, l2)];python
Count of elements in list;len(l);python
"Count of occurence of the element ""a"" in the list";"l.count(""a"")";python
No seperate copy of the list (updates in both lists);l2 = l1;python
Separate individual copy of the list (no updates in both lists);l2 = l.copy();python
Separate individual copy of the list - 2nd variant;l2 = l[:];python
Separate individual copy of the list - 3rd variant;l2 = list(l);python
First element;l[0];python
Last element;l[-1];python
Last 3 elements;l[-3:];python
Elements from index position 2 to 3;l[2:4];python
Elements from 0 to 1 (exclusive index position 2);l[:2];python
Elements from index position 2 to the end of the list;l[2:];python
Every second element [start:end:step];l[::2];python
Check if element is in list;9 in l;python
Check if any elements from the list are in the string;"if any(x in string for x in [""ab"",""cd"",""de""]):";python
Check if all elements from the list are in the string;"if all(x in string for x in [""ab"",""cd"",""de""]):";python
Check if all elements from the list are NOT in the string;"if all(x not in string for x in [""ab"",""cd""""]):";python
Iterate through list content;for i in l:;python
Iterate through list with index;for i in range(len(l)):;python
Iterate through list with index and content;for idx, cont in enumerate(l):;python
Iterate through 2 lists pair-wise (stops when the shorter list is reached);for x,y in zip(l1,l2):;python
"Create string with elements joined together with "", "" eg. [""a"",""b"",""c""] => a, b, c";', '.join(l);python
Define list;a = [1,2,3,4,5];python
List is mapped with the lambda function => [2,4,6,8,10];list(map(lambda x: x*2, [1,2,3,4,5]));python
Also possible with list comprehension => [2,4,6,8,10];c=[x*2 for x in [1,2,3,4,5]];python
List is filtered with lambda for even numbers => [2,4];list(filter(lambda x: x%2==0, [1,2,3,4,5]));python
Also possible with list comprehension => [2,4];c=[x for x in [1,2,3,4,5] if x%2==0];python
Build paris as tuple => (1,4),(2,5),(3,6);zip([1,2,3],[4,5,6]);python
Remove duplicates from a list;list(set(x));python
Change elements in list to int;list(map(int,l));python
rotate list for n places;"def rotate(l, n):
    return l[-n:] + l[:-n]";python
Iterate over 2 lists at the same time using zip;"animal = ['Cat', 'Dog', 'Fish', 'Goat']
age = [1, 2, 2, 6]
z = zip(animal, age)
for animal, age in z: ...";python
Create a tuple;t = (4,5,6);python
Create a tuple from a list;t = tuple([3,4,4];python
Selection / slicing of elements - same as with lists;t[];python
Change tuple to list;l = list(t);python
Change list to tuples;t = tuple(l);python
Assigning vars to tuple-elements (a=0, b=1, c=2);a,b,c = (0,1,2);python
Assigning to tuple-values (f=0, m=[1,2,3], l=4);f,*m,l = (0,1,2,3,4);python
Define empty dict;d = {};python
Define dict with content;"d = {""one"": 1, ""two"": 2, ""three"": 3}";python
2nd way to defince a dict with content;d = dict(one=1,two=2,three=3);python
Define dict with content (with dupels);"d = dict([(""one"",1),(""two"",2),(""three"",3)])";python
Define dict with content (with pairs in nested list);"d = dict([[""one"",1],[""two"",2],[""three"",3]])";python
Define dict with 2 different lists (1x keys and 1x values);"d = dict(zip([""one"",""two"",""three""], [1,2,3]))";python
Access value with key element (error when the key is not in the dict);"d[""two""]";python
BETTER: Acesss value with get for key element (no error when the key is not in the dict - returns second parameter instead);"d.get(""two"",""N/A"")";python
Access value - same as get - but also initialize the key when it is not in the dict - with the second parameter);"d.setdefault(""two"",""N/A"")";python
Find key for specific value (v) in dict;key = list(d.keys())[list(d.values()).index(v)];python
Read keys from dict to list;list(d.keys());python
Read values from dict to list;list(d.values());python
Count of entries in dict;len(d);python
Check if key is in dict (true / false);"""three"" in d";python
"New entry for dict (key = ""four"", value = 4)";"d[""four""] = 4";python
Delete specific key in dict;"del d[""one""]";python
Rename dict-keyname;mydict[new_key] = mydict.pop(old_key);python
Combine 2 dicts (if key is in both dicts - the second value will be taken);combined_dict = {**d1, **d2};python
Check if key is in dict;"if ""xyz"" in d:";python
Copying a dict (all changes will be made in BOTH dicts);d2 = d;python
Copying a dict (dicts will be handled seperate);d2 = d.copy();python
Copying a dict 2nd method (dicts will be handled seperate);d2 = dict(d);python
Dict d get updated with d2 (all existing keys are overwritten - and new added);d.update(d2);python
Iterate through dict keys;for key in d.keys():;python
Iterate through sorted dict keys ascending;for key in sorted(d.keys()):;python
Iterate through sorted dict keys descending;for key in sorted(d.keys(),reverse=True):;python
Iterate through dict values;for val in d.values():;python
Iterate through keys and values of the dict;for key, val in d.items():;python
Sort dict descending according to values (=item[1]);d = {k: v for k, v in sorted(d.items(), key=lambda item: item[1], reverse=True)};python
Sort dict ascending according to keys (=item[0]);d = {k: v for k, v in sorted(d.items(), key=lambda item: item[0])};python
Dict sorted: 1st value-desc (x[0]) - 2nd key-ascnd (-x[0]);d = {k: v for k, v in sorted(d.items(), key=lambda x: (-x[1],x[0]))};python
Define empty set - {} would define a dict and not a set;s=set();python
Define set with content;s = {1,1,2,2,3,4};python
"Define empty set - returns: {""o"",""l"",""H"",""e""}";"s = set(""Hello"")";python
Define second set;s2 = {1,7,8};python
Add element in set1;s.add(5);python
Add several elements to set1;s.update([10,11,12]);python
Intersection of 2 sets (same as: s.intersection(s2));s & s2;python
Untion of 2 sets (same as: s.union(s2));s | s2;python
Difference of 2 sets (same as: s.difference(s2));s - s2;python
True if s is subset from s2 (same as: s.issubset(s2));s <= s2;python
Check if element is in set;3 in s;python
Clear the set;s.clear();python
Delete lowest elmeent in set;s.pop();python
Delete element 5 from set - but key error possible;s.remove(5);python
Delete element 5 from set - NO key error possible;s.discard(5);python
Iterate through set content;for i in s:;python
Copying a set (all changes will be made in BOTH sets);s2 = s1;python
Copying a set (set will be handled seperate);s2 = s.copy();python
Copying a set 2nd method (set will be handled seperate);s2 = set(s);python
Define a frozenset - no changes are possible in the set - union, intersection aso. will work;s = frozenset(1,2,3);python
If / elif / else;"if x > 10: pass
elif x > 10: pass
else: pass";python
Use 2 conditions in one line (instead of (a>10 and a<20);if (10 < a < 20)...;python
Connecting different control structures with logical and &;if a<10 & b>10 & c==4...;python
5 iterations from 0 to 4;for i in range(5):;python
5 iterations from 0 to 4 (start, end, step);for i in range(0, 5, 1);python
Iterations descending from 4 to 0;for i in range(4, -1, -1);python
While loop with break condition;while x < 4:;python
Endless while loop - has to be exited with break;while True:;python
Break loop completely;break;python
Break actual loop run - continue with next loop run;continue;python
description of the function in form of a docstring;"def printNumAbbr(value):
'''
eg. Make abbreviaton for numeric value in thousands (K), millions (M), billions (B) or trillions (T)
:param value: numeric value which should be abbreviated
:return: string value with maximum possible abbreviation
'''";python
Define function - with default value 0 if no input is given;"def add(x=0,y=0):
    erg = x+y                   	# Calculation in function
    return erg                  	# Return value from the function";python
Optional argument in the funtction (first element is must - second optional);"def pet (animal,n1=None,n2=""x"")
pet(""Cat"")                      	# Calling function with n1=None and n2 = ""x""
pet(""Cat"",""name"")					# Calling function with n1=name and n2 = ""X""
pet(""Cat"",n2=""xyz"") 				# Calling function with n1=None and n2 = ""xyz"" (third parameter has to be named when calling)";python
Function with infinite arguments;"def varargs(*args): print(args)
varargs(1,2,3)                  	# Outputs (1,2,3)

def keyword_args(**kwargs):
    print(kwargs)
keyword_args(""a""=3, ""b""=4)      	# Outputs {""a"":3, ""b"":4}";python
decorator template;"def my_decorator(func):				# Define decorator
  @functools.wraps(func)
  def wrapper(*args,**kwargs):		# Decorator with * arguments
	  #Do...					 	# Do something before the functions
	  result=func(*args,**kwargs)	# Run the function
	  #Do...					 	# Do something after the functions
	  return result					# Return the results from the function
  return wrapper";python
decorator;"extend behaviour of a function with a decorators
def start_end_decorator(func):		# Define the decorator with function ""func"" as input-parameter
	def wrapper():					# Inside the decorator a wrapper function has to be defined
		print(""Start"")				# Decorated code which is executed before the core code from the function
		func()						# Calling the function itself
		print(""End"")				# Decorated code which is executed after the core code from the function
	return wrapper					# Results from the decorator have to be given back
@start_end_decorator				# Defines this decorator for the following function ""print_name""
def print_name():					# Normal content of the function
	print(""xyz"")					# Core functionality of the function
print_name()						# Now when the function is executed - outputs not only ""xyz"" - also ""Start"" before and ""End"" after";python
decorator with function arguments;"def start_end_decorator(func):		# Define the decorator with function ""func"" as input-parameter
	def wrapper(*args,**kwargs):	# Inside the decorator a wrapper function has to be defined
		print(""Start"")				# Decorated code which is executed before the core code from the function
		result = (*args,**kwargs)	# Calling the function itself
		print(""End "")				# Decorated code which is executed after the core code from the function
		return result
	return wrapper					# Results from the decorator have to be given back
@start_end_decorator				# Defines this decorator for the following function ""add5""
def add5(x):						# Normal content of the function with one argument
	return x + 5					# Core functionality of the function
result = add5(10)					# Outputs ""Start"" => ""End"" => 15
print(result)";python
Defines the generator with 3 yield statements;"def mygenerator():
	yield 3
	yield 2
	yield 1";python
Creates the generator and stores in g (=generator type);g = mygenerator();python
Outputs 3,2,1;for i in g: print(i);python
Outputs 3;print(next(g));python
Outputs 2;print(next(g));python
Sum-Function can also use a generator => result is 6;sum(g);python
Sorted-Function can use generator => returns list with sorted elements [1,2,3];sorted(g);python
try / except;"try:
	a = 5 / 0
except Exception as e:
	print(""Exception: "",e)						# Prints exception ""division by zero""";python
assert / raise;"x = -5
assert (x>=0), ""x is not positive""				# Checks / Assert some condition => prints ""x is not positive""
if x<0: raise Exception(""x should positive"")	# Raises an exception => prints ""Exception: x should be positive""";python
functions with one argument - add10(5) => 15;add10 = lambda x: x+10;python
functions with two arguments for multiplying - mult(2,7) => 14;mult = lambda x,y: x*y;python
output is sorted with first element then second element => [(1,2),(5,-1),(10,4),(15,1)];sorted(p);python
output is sorted by the second element => [(5,-1),(15,1),(1,2),(10,4)];sorted(p,key=lambda x:x[1]);python
output is sorted by the sum of both => [(1,2),(5,-1),(10,4),(15,1)];sorted(p,key=lambda x:x[0]+x[1]);python
list is mapped with the lambda function => [2,4,6,8,10];list(map(lambda x: x*2,a));python
also possible with list comprehension => [2,4,6,8,10];c=[x*2 for x in a];python
list is filtered with lambda for even numbers => [2,4];list(filter(lambda x: x%2==0,a));python
also possible with list comprehension => [2,4];c=[x for x in a if x%2==0];python
Define a class;"class Human(object):
  species = ""Homo Sapiens""    # Fix variable / class variable for all instances of the class
  def __init__(self,name):    # Constructor - automatically applied when an instance is created
      self.name = name		  # Name is assigned to the instance of the classe (self.)
	  self.tresor = []		  # Tresor is assigned as list to the instance of the class (self.)
  def say(self, msg):         # Methode of the class
      return ""{name}: {message}"".format(name=self.name, message=msg)
	  elf.tresor.append(msg)  # Tesor of the instance gets a new value in the list
  @classmethod                # Class methode - is used by all instances
  def get_species(cls):
      return cls.species
  @staticmethod               # Static methode - is called without class or method
  def grunt():
      return ""*grunt*""";python
Create instance of the class;"i = Human(name=""Ian"")";python
"Call the methode of the class (output: ""Ian: Hi"")";"print(i.say(""Hi""))";python
Create additonal instance of the class;"j = Human(name=""Joel"")";python
"Call the methode of the class (output: ""Joel: Hallo"")";"print(i.say(""Hallo""))";python
"Output ""Homo Sapiens""";i.get_species();python
"Same output  ""Homo Sapiens""";j.get_species();python
Change of the class variable - applies for all instances;"Human.species = ""Was Neues""";python
"Aufruf der statischen Methode => Ausgabe: ""*grunt*""";Human.grunt();python
Dataclasses;"from dataclasses import dataclass		# import dataclass necessary
@dataclass								# define a dataclass
class Coordinate:						# class is defined an need NO __init__, __repr__, __eq__
    x: int								# __init__ no necessary - values get assigned automatically
    y: int = 10							# __repr__ print for the string-represantion is automatic => Coordinate(x=4, y=5)
a = Coordinate(4, 5)
@dataclass (frozen=True)				# defines a unmutable instance
asdict(dc)								# converts the dataclass to a dict
astuple(dc)								# converts the dataclass to a tuple";python
Read textfile - and print it;"with open (""fn.txt"",""r"") as f: print(f.read()";python
Open File for Read and Write;"with open (""fn.txt"",""r+"") as f: print(f.read()";python
Read textfile - stored in list per line;"with open(""fn.txt"",""r"") as f:
    lines = [x.strip() for x in f.readlines()]          # Whitespaces are eliminated with strip()";python
Writing in textfile;"with open(""fn.txt"",""w"") as obj: obj.write(""Ein neuer Text"")";python
Append text in the next line;"with open(""fn.txt"",""a"") as obj: obj.write(""\nNoch ein Text"")";python
Check if file allready exists;if os.path.exists(fn) == False:;python
Create and initialize file when not exisiting;"with open (fn,""a"") as f: f.write(""init"")";python
Read content to string;f.read();python
Set the current postion in the file to beginning;f.seek(0);python
Write s to the f-file opened;f.write(s);python
Try/Except - checks if file can be saved;"while True:
try:                         							# otherwise outputs a error message
    writer.save ()
    break
except Exception as e:
    print (""Error: "", e)
	traceback.print_exc()                               # Outputs the detailed error message
    input (""File Open not possible - pls close and press <Enter>"")";python
Import json-module;import json;python
Assign JSON-filename;"fn = ""numbers.json""";python
Reading informations in json-format;with open(fn) as data: info = json.loads(data);python
Convert / Encode a dict to a json-file (with indent for better reading);json_format = json.dumps(d,indent=2);python
Convert / Encode a dict to a json-file (with sorting the keys);json_format = json.dumps(d,sort_keys=True);python
Writing information in json-format (e.g. after updating the values/format);"with open(fn,""w"") as data: json.dump(person, data)";python
Convert / Decode a json-file to a dict;person = json.loads(json_format);python
Reading information in json-format;"with open(fn.json,""r"") as data: d=json.load(file)";python
Example for json-file;"{
	""firstName"" : ""Chuck"",
	""lastName"" : ""Doe"",
	""hobbies"": [""running"",""swimming"",""singing""],
	""age"": 28,
	""hasChildren"": true
	""children"" = [
		{
			""firstName"" : ""Alex""
			""age"" : 5
		},
		{
			""firstName"" : ""Bob""
			""age"" : 7
		}
	]
}";python
"Read name value => ""Chuck""";"info[""firstName""]";python
Iterate trough the json-file (eg. many children);for item in children:;python
Import xml-module;import xml.etree.ElementTree as ET;python
Example for xml-file;"<persons>
	<person>
		<name>Chuck</name>
		<phone type=""int1""> +1 734 555""</phone>
		<email hide=""yes""/>
	</person>
	...
</persons>";python
Read xml-file into tree;tree = ET.fromstring(data);python
"Read name text => ""Chuck""";"tree.find(""name"").text";python
Read hide value from email => yes;"tree.find(""email"".get(""hide""))";python
Iterate trough xml-file (eg. many persons);"lst = persons.findall(""persons/person"")
for item in lst:";python
Import Module for URL parsing;import from urllib.parse import urlparse;python
Import Module for request;import urllib.request;python
Parse HTML-link1;"u = urlparse(""http://google.com/search"")";python
"Returns ""http""";u.scheme;python
"Returns ""/search""";u.path;python
"Returns ""google.com""";u.netloc;python
Import CSV-Module;import csv;python
Open csv-file in writemode;"with open(""test.csv"",""w"",newline="" "") as fp:
    a = csv.writer (fp, delimiter="","")                    # Define csv-writer with "",""-delimiter
    data = [[""A"", ""B""],[""100"", ""24""],[""120"", ""33""]]       # Data for writing in nested list form
    a.writerows (data)                                    # Writing individual rows";python
Read csv-data from a HTML-link;"import urllib.request
import codecs
url = link                                                      # direct link to a csv html file
ftpstream = urllib.request.urlopen(url)
csvfile = csv.reader(codecs.iterdecode(ftpstream, 'utf-8'))     # output is nested list";python
Import zip module;import zipfile;python
Read Zip-File;zf = zipfile.ZipFile('example.zip', 'r');python
List of string with the names of the files in the Zip-File;zf.namelist();python
Open file vom Zip-File (eg. CSV-File which is in the Zip-File);zf.open (file_name);python
https://techwithtim.net/tutorials/google-sheets-python-api-tutorial/;"# Create a project on https://console.cloud.google.com/
# See further setup in tutorial
import gspread                                                      # import module
from oauth2client.service_account import ServiceAccountCredentials  # import module for account credentials
from pprint import pprint                                           # import module for better output formatting
scope = [""https://spreadsheets.google.com/feeds"",
         'https://www.googleapis.com/auth/spreadsheets',
         ""https://www.googleapis.com/auth/drive.file"",
         ""https://www.googleapis.com/auth/drive""]
creds = ServiceAccountCredentials.from_json_keyfile_name
    (""creds.json"", scope)";python
Credentials Mgmt for GoogleSheets;client = gspread.authorize(creds);python
Open the spreadhseet;"sheet = client.open(""testpython"").sheet1";python
Get a list of all records;data = sheet.get_all_records();python
Count of all used rows in the sheet;len(data);python
Show all data with pprint - pretty print;pprint(data);python
Get row 3 (starts counting from 1 - not 0);row = sheet.row_values(3);python
Get col E (starts counting from 1 - not 0);col = sheet.col_values(5);python
Get values from col B rows 4 and 5;col = sheet.col_values(2)[3:5];python
Get the value from row 1 and col B;cell = sheet.cell(1,2).value;python
Update cell from row 2 and col B;"sheet.update_cell(2,2, ""CHANGED"")";python
Insert new row at row number 2;"sheet.insert_row([""new1"",""new2"",""new3""],2)";python
Append new row at the end;"sheet.append_row([""new1"",""new2"",""new3""])";python
Sorting the sheet (Range + col1 asc + col2 desc);sheet.sort((1, 'asc'), (2, 'des'), range='A2:G20');python
Define cell area / cell row;cell_list = worksheet.range('A1:G1');python
Define new values for area / row;new_values = [1,2,3,4,5];python
Write new values to cell area / cell row;for i, val in enumerate(new_values): cell_list[i].value = val;python
Upate cell area / cell row;worksheet.update_cells(cell_list);python
